id,knowledge,news_source,news,ideology,engagement,age,education,female
787,45,None,6,41.4,77.8,36.5,14,Yes
788,75,Conservative,75,59.6,97.1,69.9,15,Yes
789,44,Conservative,21,22.6,67.1,27.5,13,Yes
790,45,None,48,26.4,76.5,40.3,16,Yes
795,83,Conservative,32,40.5,91.2,62.3,15,No
796,79,None,86,47.9,76.8,53.5,15,No
798,76,None,16,21.2,76.5,67.1,16,Yes
799,66,None,25,47.1,82.3,56.2,14,No
802,36,Conservative,65,38.8,58.3,77,13,Yes
803,58,Conservative,61,46.3,86.4,60,12,No
804,35,None,6,52.2,54.7,19.5,15,Yes
805,66,None,32,22.7,80.8,49.9,13,No
807,87,None,10,54,82.2,43.9,17,No
812,83,Conservative,40,22.3,80.1,71.3,14,No
818,66,None,6,76.1,89.8,41.9,16,Yes
821,27,Comedy,52,26.5,85.7,78.5,9,Yes
822,65,None,49,41.7,91.8,43.5,16,Yes
823,89,Comedy,49,51.8,62.3,72,16,No
825,71,Conservative,87,79,63.7,67.4,12,No
826,65,Conservative,43,27.6,94.4,59.6,12,No
829,49,Conservative,73,59.2,55.8,44.6,17,Yes
830,45,Conservative,39,95.5,48,48.1,12,No
832,27,Conservative,77,55.6,67.7,20,13,Yes
834,84,None,36,37.9,65.2,39.4,16,Yes
837,50,None,25,58,98.3,18.1,12,Yes
838,57,Comedy,23,53.6,89.9,47.9,16,Yes
842,80,None,19,61.2,56.2,30.8,13,No
846,19,Conservative,51,21,54.2,18.9,9,Yes
847,5,None,6,89,36.6,42.7,13,No
848,67,None,51,25.1,80.2,53.5,17,Yes
850,44,None,37,55.3,79.1,40.9,17,No
851,24,None,14,45.4,91.5,70,8,Yes
853,39,None,6,23.8,79.5,26,14,No
854,24,Conservative,64,53.4,76.7,18.8,12,Yes
855,40,None,18,51,68,37.6,13,No
857,58,None,17,41.8,75.1,65.6,8,No
858,80,None,74,50,96.6,57.3,13,Yes
859,50,Conservative,35,44.9,79.8,60.8,12,Yes
860,53,Conservative,62,25.8,69.5,78.1,16,Yes
862,92,None,57,55.7,71.6,56.9,15,No
864,53,None,68,36,62.9,52.3,15,No
865,44,None,17,45.8,69.4,68.4,12,Yes
866,49,None,11,51.7,55.7,80.3,9,No
867,49,None,39,46.2,80.3,88.5,11,Yes
871,65,Conservative,83,33.6,85.6,49,17,No
874,65,Conservative,56,76.8,74.4,66.6,12,No
875,36,None,30,53.2,37.6,66.5,12,Yes
876,58,None,78,44.5,75.3,38.9,14,Yes
879,84,None,18,53.3,89.4,34.2,18,Yes
880,49,Conservative,40,44.7,70.8,62.2,12,No
881,52,Comedy,53,82.4,53.4,45.9,13,Yes
882,37,None,70,23.6,84.5,50.6,12,Yes
884,52,Conservative,49,49,84.6,52.3,18,Yes
885,67,None,28,50.9,49.5,47.6,10,Yes
887,84,None,39,55.8,90.3,75.9,11,No
888,88,Comedy,64,49.8,76.8,77.7,16,Yes
890,97,None,81,40.8,63.8,84.8,12,No
891,71,Comedy,82,44.6,70.1,42.3,18,No
892,36,None,6,40.7,97.8,48.3,15,Yes
893,71,Conservative,98,31.6,76.7,40.5,16,No
898,5,Conservative,28,42.6,48.4,75.6,14,Yes
902,83,Conservative,60,23.4,84.1,46,13,No
906,65,Conservative,70,34,85,67.2,12,Yes
907,67,None,22,43.3,37.3,56.4,14,No
908,35,None,18,74,78.9,49.1,12,Yes
909,27,None,24,27,75,68.7,15,Yes
910,62,None,38,62.7,69.9,26.2,14,Yes
914,62,None,35,65,82.1,40.8,16,No
915,27,Conservative,35,55,76.6,82.2,8,Yes
917,40,Conservative,43,47,49.6,18.6,12,Yes
918,74,Conservative,40,24.5,75,57.2,14,No
919,92,Comedy,30,44.3,77.4,58.7,17,No
920,19,None,37,69,59.8,72.9,9,Yes
922,26,Conservative,32,86,53.8,46.9,13,Yes
923,76,None,31,58.5,75.9,79.1,16,No
926,54,Conservative,50,39.8,68.9,86,9,Yes
927,31,None,16,43.6,97.8,22.7,14,Yes
930,80,Conservative,87,40.7,81.9,51,10,No
932,53,Conservative,52,20.1,40.5,77.4,12,No
933,66,None,41,6,83.2,78.6,9,No
934,58,Conservative,49,20.1,74.4,37.8,15,Yes
942,57,Conservative,20,57.7,82.6,59.2,15,Yes
943,40,None,12,76.3,78.5,36.1,16,Yes
946,31,None,24,67.3,59.5,39.1,12,Yes
949,52,Conservative,40,34.8,82.5,34.2,18,No
950,63,Conservative,86,55.4,92.5,24.6,16,No
951,37,Conservative,41,47.4,99.7,30.3,12,No
954,50,None,18,31.9,94.2,28.3,13,Yes
957,45,Conservative,77,47.4,96.4,33,16,Yes
961,75,Conservative,50,32.9,71.5,46.4,16,No
962,76,Conservative,69,45.3,83,50,18,No
963,57,Conservative,66,22.8,65.9,47.8,15,Yes
964,54,None,51,47.3,73,38.9,14,No
965,10,Conservative,24,76,29.6,24.9,12,Yes
968,31,None,20,44,68.4,21.4,12,Yes
970,5,None,18,27,58.6,40.9,13,No
971,67,Conservative,93,47.5,81.9,58.6,12,No
973,27,None,36,61.3,62.2,18.9,12,Yes
974,32,None,7,29.2,96.1,47.4,12,Yes
976,22,None,13,47.2,14.3,45.7,12,Yes
977,75,None,34,22.6,76.3,37.6,15,No
978,67,None,47,36.6,78.2,30.8,17,Yes
979,48,Conservative,71,37,79.6,36.4,14,Yes
980,27,None,6,26.2,71.5,51.3,12,Yes
981,84,Conservative,98,57.3,82.5,59.8,13,Yes
983,62,Conservative,72,25.5,66.1,80.9,14,No
984,83,None,42,33.3,53.7,74.5,15,Yes
985,44,None,27,13,32.7,57.6,9,No
987,87,None,54,59.8,57.9,66.4,15,No
989,87,None,78,28,88.7,71.5,14,Yes
990,91,Conservative,47,29.5,75,65.7,12,No
993,58,Conservative,62,27,68.9,58.9,13,Yes
994,35,None,25,40.3,65.1,46.3,14,Yes
995,61,Conservative,67,51.2,82.8,56.2,13,No
996,45,None,32,48.9,47.1,25.7,15,Yes
997,27,None,12,51,76.8,41.6,14,Yes
998,40,None,27,41.7,73.5,63.9,12,No
999,45,None,41,46.7,76.3,42.7,14,Yes
1000,54,None,37,23.4,54.2,79.1,13,Yes
1001,74,Conservative,45,28.8,83.4,51.1,14,No
1002,32,None,16,74.6,60.5,37.4,12,Yes
1003,62,None,34,46,79.4,45.3,12,Yes
1004,35,Conservative,54,51.1,67.5,70.6,12,No
1006,62,Conservative,65,58.3,86.6,75.2,12,Yes
1007,49,None,14,53.8,51.7,50.4,12,No
1011,75,None,63,31.7,83.3,65.7,16,Yes
1012,57,None,59,41.4,80.6,56.1,16,Yes
1013,58,Conservative,60,44.6,71.2,57.6,12,Yes
1014,88,Conservative,59,3.4,97.2,53.7,16,No
1015,44,None,15,28.6,80.2,84.4,12,Yes
1017,36,Conservative,55,50.6,83.4,36.7,12,Yes
1018,49,Conservative,45,28.7,58.1,37.2,15,Yes
1020,75,None,16,75,45.8,66,17,No
1023,27,None,8,44.4,63.3,65.2,12,Yes
1024,36,Conservative,51,30.6,81.9,34,15,Yes
1025,71,Comedy,60,22.4,88.6,53.2,12,Yes
1026,53,Conservative,83,35.3,70.4,42.9,13,Yes
1027,57,None,44,43.6,59.3,26.1,12,Yes
1028,66,None,33,49.5,69.9,66.2,12,No
1029,54,None,6,38.7,80.9,64.5,12,No
1030,88,Conservative,52,36.7,83.9,77.3,16,No
1032,87,None,77,58.7,83.9,27.9,18,No
1033,91,Conservative,56,13.6,91.6,37,16,No
1034,27,Conservative,32,92,34.5,34.4,13,No
1035,23,None,6,70,56.1,37,12,Yes
1037,61,Conservative,31,33,97.7,58.6,13,No
1038,45,None,12,49.2,55.5,24.6,12,Yes
1039,22,None,19,42.4,59.3,35.3,12,Yes
1040,76,None,35,11.9,83.8,70.3,11,Yes
1041,54,Conservative,51,56.3,79.7,57.2,12,No
1044,41,None,43,52.1,67.4,71.6,12,Yes
1045,57,Conservative,51,58.9,84.9,59.9,12,No
1046,48,Conservative,46,41,98.2,43.3,12,No
1047,80,Conservative,58,35.1,82.2,51.3,17,No
1050,66,None,43,46.2,83.6,68.2,16,No
1052,41,Conservative,38,33.1,85.3,80.7,14,No
1055,57,None,6,52.5,66.9,50.9,18,No
1057,83,None,57,55.9,70.6,66.8,14,No
1058,23,Conservative,60,1,48.9,27.5,12,No
1060,62,Conservative,50,45.3,73.9,30.5,16,No
1064,36,None,33,50.5,79.1,57.7,12,No
1065,37,None,7,26,70.3,46.9,12,No
1066,23,Conservative,30,66.3,78,18.7,16,Yes
1068,45,None,20,22.5,78.3,65.9,12,No
1069,53,None,28,26.9,76.7,28.8,13,No
1072,61,Conservative,57,22.4,83.9,47.1,17,Yes
1073,19,None,6,58,51.7,24.4,15,Yes
1075,44,None,33,34.9,87.3,45.8,12,Yes
1076,70,None,51,54.1,96.2,37.9,15,Yes
1078,79,Conservative,81,54.9,81.5,66.1,16,Yes
1079,22,None,22,23.5,39.2,22.2,12,No
1080,32,None,6,2.9,69.1,48.6,13,Yes
1081,44,None,18,36.3,86.7,52.4,12,Yes
1082,58,Conservative,53,23.9,87.1,21.7,16,No
1083,49,None,32,68.6,88.6,60.3,12,Yes
1084,40,None,28,47.9,74.6,47.2,12,No
1085,71,Conservative,72,41.9,75.2,48.2,15,No
1086,52,Conservative,53,53.7,61,73.6,10,Yes
1087,10,Conservative,37,80.3,59.5,61,8,Yes
1088,62,None,27,39,60.5,58.5,12,No
1089,41,None,21,38.6,93.4,38.4,16,Yes
1090,23,None,27,55.7,60,26.3,9,Yes
1092,70,None,24,20,69.1,75.7,12,Yes
1094,45,Conservative,47,34.5,49.5,59.5,16,Yes
1096,44,Conservative,35,66,52.2,24.6,12,No
1097,19,None,6,26,35.1,36.8,12,No
1100,80,None,34,72.8,60.5,25.8,16,Yes
1101,62,Conservative,63,56.9,85.1,50.4,13,Yes
1102,70,Conservative,72,55.5,70.1,63.8,14,No
1103,87,Conservative,44,23.9,85.1,61.5,15,Yes
1104,50,Conservative,60,30.1,96.7,46,12,Yes
1105,70,Conservative,66,77,97.6,62.9,18,No
1106,22,Conservative,54,73.7,52.8,79.1,8,No
1109,9,None,6,61.5,70.6,24,11,Yes
1110,36,Conservative,13,39.3,43.1,63.4,12,No
1111,57,None,22,56.9,56,30.7,16,Yes
1112,62,Conservative,51,93.3,90.5,60.7,18,Yes
1113,71,None,32,58.8,70.7,79.4,12,No
1114,71,Comedy,6,87.1,84.4,27.8,16,Yes
1115,61,Conservative,71,82.1,85.8,37.1,12,Yes
1119,35,None,8,65.5,78.4,29.7,14,Yes
1120,22,Conservative,18,64.6,60.5,23.7,12,Yes
1122,57,Conservative,93,43.2,76.9,70.1,16,No
1126,32,Conservative,44,54.8,87.5,80.6,14,No
1127,80,Conservative,77,40.9,83.9,68.7,12,No
1128,91,Conservative,72,81,40.5,54.1,18,No
1129,39,None,14,59.2,95.2,49.2,12,Yes
1131,35,None,29,56.8,81.7,42.4,12,Yes
1132,61,None,39,40.5,97.2,67.2,12,Yes
1134,62,Conservative,61,20.2,82.8,47.1,12,Yes
1136,58,None,54,45.8,60.6,76.2,14,Yes
1137,66,None,38,57.7,68.2,66.3,13,No
1138,62,None,33,45.7,84.6,81.6,12,No
1139,75,Conservative,71,50.5,86.9,34.2,16,Yes
1141,28,None,54,56.5,62.4,56.7,12,No
1144,31,None,6,52.7,47,18.5,9,No
1145,66,Conservative,58,33.8,75.9,56.2,16,Yes
1146,79,Conservative,22,28.1,81.9,74.1,15,Yes
1147,50,Conservative,89,81.5,68.8,27.1,12,No
1148,49,Conservative,33,52.1,73,56.8,16,Yes
1149,66,None,29,29.9,77,42.4,14,No
1151,61,None,39,29.8,64.8,37.1,15,No
1153,61,None,54,32.5,85.9,71.5,12,No
1154,44,None,31,39.7,39,73.5,12,No
1157,44,None,20,26.6,69.9,53.4,12,Yes
1158,80,Conservative,51,36.5,79.3,46.8,17,Yes
1160,92,Conservative,76,25.6,91.3,64.8,14,No
1161,31,Conservative,43,3.3,64.8,57.6,12,Yes
1164,83,Conservative,78,24.8,92.3,54.9,12,Yes
1165,83,None,28,33.5,66.3,49,17,No
1166,44,None,6,51.2,84.6,45.9,12,No
1168,49,None,14,52.1,43.9,65.1,11,No
1170,24,Comedy,6,26.8,91.7,26.6,12,No
1176,41,None,22,41.5,78.4,42.2,15,Yes
1177,36,None,6,30.5,75.3,40,12,No
1178,89,Conservative,69,46.1,76.1,75.4,16,No
1179,48,None,20,72,86.2,41.3,16,Yes
1180,49,None,48,41.6,89.8,29.7,17,No
1182,13,Conservative,38,47.8,63.2,22.3,15,Yes
1184,44,None,13,36,71.5,56.8,12,Yes
1185,53,None,55,54.3,58.2,29.7,16,Yes
1187,13,Conservative,63,72.1,57.5,75.6,11,Yes
1189,18,None,9,77.7,46.5,45.1,12,No
1190,70,None,38,39.5,73.4,77.4,12,No
1191,23,None,18,49.2,65.7,57.7,13,Yes
1192,49,None,45,42.1,76,33.6,16,Yes
1193,1,None,6,64,38.6,38,10,No
1195,41,Conservative,55,80,83.8,66,12,Yes
1196,70,None,31,39.9,90.6,53.6,16,No
1199,40,Conservative,60,55.9,39.8,39.8,12,No
1202,75,None,23,23,69.1,23.9,16,No
1203,31,Conservative,51,76.9,61.5,52.3,12,Yes
1204,35,None,40,50.7,51,19,12,No
1205,78,Conservative,42,28.8,52.2,59,12,No
1207,71,Conservative,33,55.4,72.6,65.4,18,No
1208,19,Conservative,48,60.5,84.2,19,9,Yes
1209,44,Conservative,97,89.8,59.5,21.2,12,No
1210,31,Conservative,45,30.9,66.4,23.4,12,No
1212,23,None,26,27.3,54.5,20.2,15,No
1213,45,Conservative,54,53,91.8,52.6,8,Yes
1214,79,Conservative,69,24.3,66.4,35.8,16,No
1215,71,None,17,39,67.2,69.8,15,No
1218,37,Conservative,45,13.7,96.3,59.2,12,Yes
1221,23,None,13,53,38,21,15,No
1223,53,None,33,59.8,77.9,70.4,10,Yes
1227,31,Conservative,60,58.5,83.7,19.9,12,Yes
1230,32,Conservative,37,25.3,60.7,40.3,14,Yes
1232,67,Comedy,97,76.5,89.5,38.9,16,Yes
1233,23,None,38,35,96.9,55.3,12,Yes
1235,48,Conservative,68,21.2,69.3,63.1,13,Yes
1236,48,None,50,48.7,76.8,48.7,17,Yes
1242,28,None,38,59.8,79.9,30.2,13,Yes
1243,58,None,28,65.9,78.6,74.8,13,Yes
1245,27,Conservative,42,38.6,86.8,40.7,12,Yes
1246,57,Conservative,51,4,81.4,47.3,12,No
1247,84,Conservative,46,85,66.5,51.5,12,No
1248,62,None,53,43.5,80.3,48.8,15,Yes
1250,31,None,10,59.2,64,32.8,16,No
1252,39,Conservative,56,35.6,65.3,63.5,12,Yes
1256,70,None,15,38.3,62.5,61.8,16,No
1257,44,Conservative,33,21.1,88.8,46.1,14,Yes
1258,58,None,32,27.6,84.7,41.7,12,No
1259,44,None,26,57.4,52.6,24.1,16,Yes
1260,80,Conservative,55,28.5,80.7,59.5,17,No
1261,49,None,25,51.1,70.8,53.1,12,Yes
1262,66,Conservative,42,33.7,55.2,39.1,15,No
1266,31,None,24,33,55,30.9,12,Yes
1267,48,None,39,50.7,65.1,39.9,15,Yes
1270,36,Conservative,50,73.5,54.1,18.1,10,No
1271,49,Conservative,57,48.7,83.9,36.9,12,Yes
1272,41,None,19,22,67,38.7,13,Yes
1273,52,Conservative,76,61.4,85.9,50.5,15,Yes
1274,78,Conservative,56,14.3,67.2,66.8,12,No
1281,35,Comedy,68,25,54.5,44.9,9,No
1283,14,Conservative,65,28.9,80.1,34.7,12,Yes
1285,18,None,13,30.9,78.4,73.7,14,Yes
1286,23,Conservative,85,98,72.9,71.3,8,Yes
1287,36,None,16,85.8,75.5,37.3,14,No
1288,58,None,23,52.6,28,50.6,13,Yes
1289,79,Conservative,60,36.5,75.9,75.4,18,Yes
1290,65,None,47,48,62.7,30.1,16,Yes
1293,35,None,20,59.4,71.8,86.8,17,No
1294,83,Comedy,69,49,78.5,27.4,16,No
1295,67,None,31,20.9,82.4,79.3,12,Yes
1296,70,Conservative,30,2.2,86.2,56.5,16,No
1297,57,None,50,59.2,85.5,62.8,16,Yes
1298,41,Conservative,59,27.4,95.8,62.6,12,Yes
1299,53,None,46,25.8,84.4,51.1,14,No
1300,72,Conservative,33,49.4,83.6,60.2,12,No
1301,31,None,7,28.5,77.4,60.6,12,No
1302,44,None,6,100,82.5,55.6,9,No
1303,45,Conservative,45,62.6,57.7,52.9,13,Yes
1305,14,None,16,5,28.4,60.7,13,Yes
1306,19,None,6,46.9,54.7,25.1,16,No
1307,32,Conservative,27,39.1,32.2,70.7,10,Yes
1308,40,Conservative,31,39.6,85,50.2,15,Yes
1309,70,Conservative,67,46.6,84.9,28.8,18,Yes
1310,27,None,9,42.1,54.2,74.4,12,Yes
1311,58,None,31,52.4,84.6,39.9,16,Yes
1312,41,None,6,32.5,63.6,51.1,17,Yes
1313,49,None,23,46.5,54.7,19.8,14,No
1316,83,None,39,49.6,81.9,35,18,No
1317,79,Conservative,58,32.7,92.3,74.2,18,No
1318,15,None,25,58.3,55.4,68.2,11,Yes
1319,9,None,6,55.4,21,26.5,9,Yes
1322,44,None,41,25,66.1,65.5,16,No
1323,62,None,61,66.3,97.9,27.7,15,Yes
1324,49,None,29,42.8,67,62.1,12,Yes
1326,18,None,16,50.1,67.3,56.6,10,Yes
1327,98,Conservative,80,25.1,85,56.3,16,No
1328,57,Conservative,74,53.8,90.4,51.1,12,Yes
1330,70,None,29,27.9,49,38.1,13,Yes
1331,92,None,14,30.1,93.8,52.4,15,No
1332,88,None,52,10.8,95.4,48.9,13,Yes
1334,84,None,34,64.8,57.7,46.2,14,Yes
1335,48,Conservative,63,32,85.6,35.2,12,No
1336,49,Comedy,43,46.4,94.1,47.6,16,No
1337,93,Conservative,30,30.9,52.5,36.4,12,No
1338,53,Conservative,47,6.4,77.4,50.9,14,Yes
1339,67,None,39,48.8,80.6,36.2,13,No
1340,80,None,25,26.3,82.8,91.7,14,No
1344,89,None,39,20.4,86.9,50,12,No
1346,13,Conservative,34,75.5,58.3,60.2,15,No
1347,67,Conservative,79,21.9,38.7,48.4,12,Yes
1348,41,Conservative,35,38.2,83.8,35.2,18,No
1349,53,Conservative,61,23.4,60,18.6,11,No
1350,22,None,16,89.6,94.3,50.5,12,No
1351,10,None,20,47,47.1,67.1,12,Yes
1352,70,Conservative,49,76.5,96,67.2,12,No
1353,28,Conservative,54,50,69.8,35.6,9,No
1357,48,None,44,15.2,77.6,18,12,No
1358,45,Conservative,24,59.3,63.7,45.7,14,No
1360,58,Comedy,11,71.6,90.6,29.1,17,Yes
1361,35,None,47,42,75.3,50.1,16,Yes
1362,50,Comedy,48,20.2,99.9,50.8,12,No
1363,52,Conservative,55,99.3,70.6,48.7,12,No
1364,40,None,45,30.6,97.2,48.8,16,Yes
1368,53,None,36,56,45.2,44,12,No
1370,96,Comedy,42,59,99.7,49.4,18,No
1371,84,None,32,57.3,84.5,76.6,18,Yes
1372,54,None,34,56,95.6,70.3,12,Yes
1373,23,Conservative,55,50,32.4,38.6,11,No
1376,22,None,68,56.3,63.2,47.3,12,No
1378,57,Conservative,71,33.2,43.5,67.3,12,No
1379,35,Conservative,81,93.5,80.2,19.9,14,Yes
1380,9,None,43,29.6,58.4,36.2,12,Yes
1382,79,Conservative,46,46.4,81.8,76.3,11,Yes
1383,40,None,27,21.7,69.2,40.7,15,Yes
1384,70,None,10,37.6,91.6,49.1,17,Yes
1385,66,Conservative,88,21.8,81,86.3,14,Yes
1386,100,None,62,54.3,68.7,62,17,No
1387,19,None,15,79.7,59.3,68.4,11,No
1388,97,None,65,23,77.4,59.1,18,No
1389,41,None,48,47.8,67.3,42.9,12,Yes
1390,18,Conservative,75,87,79.5,80.6,12,Yes
1391,23,None,33,54.6,68.3,21.5,12,Yes
1394,23,Conservative,24,35.7,43.4,34.7,16,Yes
1395,80,None,19,56.9,87.9,24.3,13,No
1401,23,None,24,67.6,44,31,12,Yes
1402,37,None,59,56.4,76.1,28.1,12,Yes
1403,75,None,31,9.1,88.5,61.6,13,No
1405,27,None,6,32.9,68,58.9,16,No
1406,49,None,35,48,53.7,19.3,12,No
1407,58,Conservative,62,41.9,61.4,71.4,18,No
1409,40,None,21,96.2,64.7,26.7,14,Yes
1410,32,None,32,83,73,62,12,No
1411,53,None,35,31.9,64.6,47.1,16,Yes
1414,52,None,39,22.3,91.5,35,13,Yes
1416,40,Conservative,63,33.3,40.4,60.5,12,Yes
1418,62,Conservative,84,23.4,99.5,43.7,16,No
1419,62,None,37,31.7,91.7,45.3,16,Yes
1420,49,None,38,45.2,85.9,59.2,17,Yes
1421,88,Comedy,50,55.8,64,22.1,16,No
1424,83,None,26,43.8,97.3,29.8,16,Yes
1425,48,None,27,29,76.9,73.9,12,Yes
1429,93,Conservative,52,32.6,89.7,68.6,18,Yes
1430,57,None,40,28.6,60.2,44.2,12,No
1431,74,Conservative,35,40.9,58.2,70.3,13,No
1432,57,None,6,31.3,79.9,52.3,16,No
1433,49,None,32,53.6,88.2,70.2,14,Yes
1435,92,Conservative,57,57.3,84,76.4,18,No
1436,24,None,6,39.5,64.8,64.8,14,Yes
1438,79,None,36,52.4,69.9,36.6,16,No
1439,31,None,40,62,35.3,58.3,12,Yes
1442,71,None,39,57.1,96.4,41.6,17,No
1443,70,None,55,72.2,75.8,51.4,12,Yes
1445,79,Comedy,62,42.5,82,48,13,Yes
1446,19,Conservative,51,46.5,65.2,32.2,12,Yes
1447,75,Conservative,66,27.1,95.2,64.4,13,No
1448,31,Conservative,69,52.2,80.4,93.4,18,No
1450,1,None,10,27,34,77,11,Yes
1451,71,Conservative,62,22.7,89,51.7,12,No
1452,65,Conservative,92,46.1,94.9,58.4,13,Yes
1454,28,None,36,53.5,53.6,25.8,12,Yes
1455,48,Conservative,25,40.9,40.6,32.9,13,Yes
1456,84,Conservative,77,40.1,73,40.6,16,No
1457,79,Conservative,33,0.9,75.1,49.4,17,Yes
1459,67,Conservative,40,57,86.6,62,14,No
1461,49,None,32,27.2,53.8,81.1,10,Yes
1462,39,None,41,22.8,57,28.5,16,Yes
1463,39,Conservative,46,62.8,67.7,54.6,12,Yes
1465,31,None,26,39.4,75.8,69,14,Yes
1466,75,None,26,76.3,74.2,58.1,15,Yes
1467,58,Conservative,57,59.1,86.6,45.7,12,Yes
1468,28,None,29,75.4,85.6,56,12,No
1469,22,Conservative,20,68.5,68.8,59.8,8,No
1470,45,None,24,41,97.8,19.7,12,No
1471,32,Conservative,71,45,82.4,75.5,12,No
1474,70,None,62,53.5,76.9,52.8,13,No
1475,76,Conservative,20,58,82.1,70.8,12,Yes
1476,40,None,22,55,59.4,46.7,12,No
1477,71,None,20,29,76.5,26.4,16,No
1478,28,Conservative,61,38.3,87.1,85.7,15,Yes
1480,70,None,39,27.3,51.5,67.3,13,No
1481,35,None,58,38,99.3,30.4,14,Yes
1482,36,None,38,43.4,40,18.8,12,No
1483,75,None,59,47,75.3,58.8,12,Yes
1486,66,Conservative,95,53.6,86.8,82.3,18,No
1487,35,None,14,78,85.2,50.1,12,Yes
1493,44,None,24,39.5,87,18.4,9,No
1494,65,None,24,40.3,59.4,27.7,18,No
1495,57,None,28,52.3,75.5,46.5,12,No
1497,36,Conservative,69,42.5,81.8,23,15,Yes
1498,62,Conservative,65,27.9,90.1,74.4,15,Yes
1500,41,None,6,20.8,87,40,12,Yes
1502,57,Conservative,33,40.3,80.8,29.9,15,No
